region_A,A_sig,B_sig,C_sig,D_sig,A_bkg,B_bkg,C_bkg,D_bkg,B_data,C_data,D_data,A_pred,fom
abcdnet_score > 0.8172727272727273 and abs_deta_jj > 4.08080808080808 and hbbfatjet_xbb > 0.8 and ld_vqqfatjet_xwqq > 0.6 and ld_vqqfatjet_xvqq > 0.6,5.7756108838558955,2.6994436787550713,5.7823462034277835,3.3807462789402534,257.9516869406013,968.1181807193304,5260.822504091776,20633.144927283734,1781,9584,36330,469.83495733553536,0.26645585199696964
abcdnet_score > 0.8307070707070707 and abs_deta_jj > 4.0 and hbbfatjet_xbb > 0.8 and ld_vqqfatjet_xwqq > 0.6 and ld_vqqfatjet_xvqq > 0.6,5.559673395473498,2.4840527165427266,6.1505854283848045,3.443835504577974,236.85145062007587,830.7601402428235,5582.638962916347,20469.78674525619,1546,10143,36035,435.1624254197308,0.2665161833066667
abcdnet_score > 0.8038383838383839 and abs_deta_jj > 4.242424242424242 and hbbfatjet_xbb > 0.8 and ld_vqqfatjet_xwqq > 0.6 and ld_vqqfatjet_xvqq > 0.6,5.875344481995328,3.0191140096023323,5.346673724954042,3.3970148284273023,263.3359426921158,1133.8408700169389,4718.966690111606,21003.89379621478,2110,8531,37040,485.972192224622,0.2665186627453706
abcdnet_score > 0.8230303030303031 and abs_deta_jj > 4.040404040404041 and hbbfatjet_xbb > 0.8 and ld_vqqfatjet_xwqq > 0.6 and ld_vqqfatjet_xvqq > 0.6,5.686135094462704,2.598476616505985,5.952824421692565,3.4007109123177504,252.96628415540079,896.2620010526172,5420.686002896244,20550.123010931176,1673,9838,36196,454.7180351420046,0.26665276039782176
abcdnet_score > 0.8 and abs_deta_jj > 4.282828282828283 and hbbfatjet_xbb > 0.8 and ld_vqqfatjet_xwqq > 0.6 and ld_vqqfatjet_xvqq > 0.6,5.900363843420595,3.1065590808779096,5.216187169185249,3.415036951495252,257.71755547042454,1185.4225094141855,4586.221313894573,21090.675920256257,2196,8286,37196,489.1938918163243,0.2667707932666759
abcdnet_score > 0.8057575757575758 and abs_deta_jj > 4.202020202020202 and hbbfatjet_xbb > 0.8 and ld_vqqfatjet_xwqq > 0.6 and ld_vqqfatjet_xvqq > 0.6,5.883440143521945,2.9640765804515152,5.414260021946051,3.376370299059494,259.59944958639915,1107.5937636437575,4861.883787470796,20890.960298334485,2040,8782,36854,486.1149400336463,0.26684671147355526
abcdnet_score > 0.8326262626262627 and abs_deta_jj > 4.0 and hbbfatjet_xbb > 0.8 and ld_vqqfatjet_xwqq > 0.6 and ld_vqqfatjet_xvqq > 0.6,5.5158979850282766,2.4632862257865433,6.1943608388300255,3.4646019953341587,232.98337815026474,813.696213726085,5586.507035386157,20486.850671772925,1516,10156,36065,426.90963538056286,0.266961262157731
abcdnet_score > 0.8153535353535354 and abs_deta_jj > 4.121212121212121 and hbbfatjet_xbb > 0.8 and ld_vqqfatjet_xwqq > 0.6 and ld_vqqfatjet_xvqq > 0.6,5.768482920166095,2.7760845128612623,5.692394262512109,3.4011853494395385,254.10457736268472,995.3814734374371,5129.052436902414,20741.498811332902,1831,9304,36562,465.9379683824736,0.26723759841125794
abcdnet_score > 0.8115151515151515 and abs_deta_jj > 4.161616161616162 and hbbfatjet_xbb > 0.8 and ld_vqqfatjet_xwqq > 0.6 and ld_vqqfatjet_xvqq > 0.6,5.812589192015373,2.8590783937412985,5.568998969214592,3.397480490007741,255.78706012992052,1041.8322744955576,5002.45826313858,20819.95970127138,1917,9049,36721,472.3981645380028,0.2674333282762737
abcdnet_score > 0.8191919191919192 and abs_deta_jj > 4.08080808080808 and hbbfatjet_xbb > 0.8 and ld_vqqfatjet_xwqq > 0.6 and ld_vqqfatjet_xvqq > 0.6,5.727289366044397,2.6801642650872894,5.830667721239282,3.4000256926080366,254.2013789661545,940.3827324783044,5264.5728120662225,20660.880375524754,1739,9591,36372,458.5601286704058,0.26745515973741746
